iteration,result,candidate,metadata
12,34.6,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.153"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1500"", ""oracle_kind"": ""dataset""}"
13,0.0,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.057"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""339"", ""oracle_kind"": ""dataset""}"
14,74.04,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""196"", ""oracle_kind"": ""dataset""}"
15,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC1=CC=C(C)C=C1"", ""concentration"": ""0.057"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""561"", ""oracle_kind"": ""dataset""}"
16,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CP(C1=CC=CC=C1)C2=CC=CC=C2"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.1"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1087"", ""oracle_kind"": ""dataset""}"
17,6.54,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.153"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""692"", ""oracle_kind"": ""dataset""}"
18,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CP(C)C1=CC=CC=C1"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.057"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1367"", ""oracle_kind"": ""dataset""}"
19,26.56,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.057"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1158"", ""oracle_kind"": ""dataset""}"
20,45.73,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.153"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1690"", ""oracle_kind"": ""dataset""}"
21,5.47,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""0"", ""oracle_kind"": ""dataset"", ""predicted_value"": 30.231636838514966, ""uncertainty"": 11.59699319414452, ""acquisition_value"": -5.816857281648874, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
22,0.0,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1"", ""oracle_kind"": ""dataset"", ""predicted_value"": 19.577030368042745, ""uncertainty"": 1.1240451960749662, ""acquisition_value"": -1129.5784725815997, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
23,78.95,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""2"", ""oracle_kind"": ""dataset"", ""predicted_value"": 18.628223810995756, ""uncertainty"": 8.743209096826325, ""acquisition_value"": -7.2846828943806905, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
24,7.26,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""3"", ""oracle_kind"": ""dataset"", ""predicted_value"": 21.84172553039284, ""uncertainty"": 26.205233095983456, ""acquisition_value"": -1.9507138535497242, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
25,28.15,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""4"", ""oracle_kind"": ""dataset"", ""predicted_value"": 20.656487613016733, ""uncertainty"": 0.007392222272607881, ""acquisition_value"": -31092851.202494334, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
