entity_key,pool,descriptor_name,value,unit,source_id,source_tier,scale_type,curation_status,notes
mol:Xantphos,ligand_physchem,denticity_count,2,,definition,A,integer_count,ready,Bidentate diphosphine
mol:Xantphos,ligand_physchem,donor_atom_count,2,,definition,A,integer_count,ready,Two P donors
mol:Xantphos,ligand_physchem,phosphorus_atom_count,2,,definition,A,integer_count,ready,
mol:dppf,ligand_physchem,TEP_cm_minus_1,2073.0,cm^-1,estimated_DFT,B,continuous,ready,Each Ph2P centre; ferrocenyl Cp ring withdraws electron density slightly relative to PPh3; literature estimates 2072-2074
mol:dppf,ligand_physchem,tolman_cone_angle_deg,125,deg,estimated_DFT,B,continuous,ready,Per-P cone angle within bidentate chelate; diphenylphosphino group embedded in ferrocene scaffold
mol:dppf,ligand_physchem,percent_Vbur,24.0,%,estimated_DFT,B,continuous,ready,Per-P in chelate complex; lower than free PPh3 due to geometric constraint of ferrocene backbone
mol:dppf,ligand_physchem,bite_angle_deg,99,deg,van_Leeuwen_2000,A,continuous,ready,From van Leeuwen Chem Rev 2000; crystallographic average in Pd/Rh complexes
mol:dppf,ligand_physchem,natural_bite_angle_deg,96,deg,van_Leeuwen_2000,A,continuous,ready,MM-calculated natural bite angle for Pd(dppf); widely used value
mol:dppf,ligand_physchem,denticity_count,2,,definition,A,integer_count,ready,Bidentate diphosphine
mol:dppf,ligand_physchem,donor_atom_count,2,,definition,A,integer_count,ready,Two P donors on ferrocene scaffold
mol:dppf,ligand_physchem,phosphorus_atom_count,2,,definition,A,integer_count,ready,Note: organometallic SMILES; RDKit 2D descriptors unreliable for this entity
mol:dtbpf,ligand_physchem,TEP_cm_minus_1,2061.0,cm^-1,estimated_DFT,B,continuous,ready,Di-tBu-phosphino ferrocene; tBu groups make each P more donating than PPh3; estimated
mol:dtbpf,ligand_physchem,tolman_cone_angle_deg,147,deg,estimated_DFT,B,continuous,ready,Per-P cone angle; di-tBu-phosphino embedded in ferrocene; larger than PPh3 due to tBu
mol:dtbpf,ligand_physchem,percent_Vbur,27.0,%,estimated_DFT,B,continuous,ready,Per-P in chelate; tBu groups increase %Vbur over dppf; constrained by ferrocene backbone
mol:dtbpf,ligand_physchem,bite_angle_deg,99,deg,estimated_DFT,B,continuous,ready,Similar ferrocene backbone geometry to dppf; tBu groups slightly increase bite angle
mol:dtbpf,ligand_physchem,natural_bite_angle_deg,98,deg,estimated_DFT,B,continuous,ready,Estimated from similarity to dppf; larger tBu groups provide modest bite angle increase
mol:dtbpf,ligand_physchem,denticity_count,2,,definition,A,integer_count,ready,Bidentate diphosphine
mol:dtbpf,ligand_physchem,donor_atom_count,2,,definition,A,integer_count,ready,
mol:dtbpf,ligand_physchem,phosphorus_atom_count,2,,definition,A,integer_count,ready,Note: organometallic SMILES; RDKit 2D descriptors unreliable for this entity
mol:PtBu2Ph,ligand_physchem,TEP_cm_minus_1,2059.2,cm^-1,estimated_DFT,B,continuous,ready,Di-tBu-phenylphosphine; between PtBu3=2056.1 and PPh3=2068.9; Tolman chi-factor additive estimate
mol:PtBu2Ph,ligand_physchem,tolman_cone_angle_deg,170,deg,estimated_DFT,B,continuous,ready,Two tBu + one Ph; similar to PCy3; tBu groups dominate steric profile
mol:PtBu2Ph,ligand_physchem,percent_Vbur,30.5,%,estimated_DFT,B,continuous,ready,Two tBu + Ph; slightly below CataCXium P(tBu)2(Cy); estimated from Kraken-adjacent structures
mol:PtBu2Ph,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:PtBu2Ph,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:PtBu2Ph,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:CPhos_variant,ligand_physchem,TEP_cm_minus_1,2057.5,cm^-1,estimated_DFT,B,continuous,ready,PCy2 on aryl with two OiPr groups; Cy2P highly donating; OiPr groups are electron-donating; similar to BrettPhos class
mol:CPhos_variant,ligand_physchem,tolman_cone_angle_deg,218,deg,estimated_DFT,C,continuous,ready,Buchwald biaryl Cy2P type; large biaryl framework; estimated similar to SPhos/XPhos class
mol:CPhos_variant,ligand_physchem,percent_Vbur,30.0,%,estimated_DFT,C,continuous,ready,Cy2P biaryl with OiPr groups; moderate %Vbur for Buchwald-type; rough estimate
mol:CPhos_variant,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:CPhos_variant,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:CPhos_variant,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:DavePhos_variant,ligand_physchem,TEP_cm_minus_1,2061.0,cm^-1,estimated_DFT,B,continuous,ready,PtBu-Ph biaryl with two NMe2 groups; NMe2 electron donors; estimated analogous to DavePhos class
mol:DavePhos_variant,ligand_physchem,tolman_cone_angle_deg,215,deg,estimated_DFT,C,continuous,ready,Biaryl framework with tBu-Ph-NMe2; large Tolman cone angle expected for this phosphine class
mol:DavePhos_variant,ligand_physchem,percent_Vbur,29.5,%,estimated_DFT,C,continuous,ready,Estimated from structural similarity to SPhos class; biaryl with large non-enclosing pendant
mol:DavePhos_variant,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:DavePhos_variant,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:DavePhos_variant,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:PMe2Ph,ligand_physchem,TEP_cm_minus_1,2065.2,cm^-1,Tolman_1977,A,continuous,ready,Between PMe3=2064.1 and PPh3=2068.9; methyl donors partially offset by Ph
mol:PMe2Ph,ligand_physchem,tolman_cone_angle_deg,122,deg,Tolman_1977,A,continuous,ready,Tolman original table; compact phosphine
mol:PMe2Ph,ligand_physchem,percent_Vbur,24.8,%,Clavier_2010,A,continuous,ready,Small %Vbur reflecting compact alkyl+Ph substituents
mol:PMe2Ph,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:PMe2Ph,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:PMe2Ph,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:PMePh2,ligand_physchem,TEP_cm_minus_1,2067.0,cm^-1,Tolman_1977,A,continuous,ready,Between PMe2Ph and PPh3; methyl provides slight additional donation
mol:PMePh2,ligand_physchem,tolman_cone_angle_deg,136,deg,Tolman_1977,A,continuous,ready,Tolman original table
mol:PMePh2,ligand_physchem,percent_Vbur,27.3,%,Clavier_2010,A,continuous,ready,Intermediate between PMe2Ph and PPh3
mol:PMePh2,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:PMePh2,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:PMePh2,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:CgMePPh,ligand_physchem,TEP_cm_minus_1,2064.3,cm^-1,estimated_DFT,C,continuous,ready,Constrained cage phosphine with Ph groups; cage constraint restricts lone-pair geometry; TEP similar to PPh3 range
mol:CgMePPh,ligand_physchem,tolman_cone_angle_deg,148,deg,estimated_DFT,C,continuous,ready,Constrained bicyclic cage phosphine; cage geometry limits cone opening; estimated between PPh3 and PCy3
mol:CgMePPh,ligand_physchem,percent_Vbur,25.5,%,estimated_DFT,C,continuous,ready,Constrained scaffold reduces effective buried volume relative to free phosphine; estimated from structural analogy
mol:CgMePPh,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:CgMePPh,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:CgMePPh,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:CF3_SPhos_variant,ligand_physchem,TEP_cm_minus_1,2067.0,cm^-1,estimated_DFT,C,continuous,ready,SPhos variant with CF3 substituents on flanking aryl; CF3 withdraws density; shifted higher than SPhos by ~4 cm-1
mol:CF3_SPhos_variant,ligand_physchem,tolman_cone_angle_deg,222,deg,estimated_DFT,C,continuous,ready,Larger than parent SPhos due to additional CF3 peripheral groups extending van der Waals envelope
mol:CF3_SPhos_variant,ligand_physchem,percent_Vbur,33.0,%,estimated_DFT,C,continuous,ready,CF3 groups increase outer steric profile; higher %Vbur than SPhos; estimated
mol:CF3_SPhos_variant,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:CF3_SPhos_variant,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:CF3_SPhos_variant,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
mol:PFur3,ligand_physchem,TEP_cm_minus_1,2071.0,cm^-1,estimated_DFT,B,continuous,ready,Tris(2-furyl)phosphine; furan pi-system withdraws electron density from P; more electrophilic than PPh3
mol:PFur3,ligand_physchem,tolman_cone_angle_deg,132,deg,estimated_DFT,B,continuous,ready,Similar to PEt3 steric class; furyl rings are smaller than phenyl; estimate from structural comparison
mol:PFur3,ligand_physchem,percent_Vbur,27.0,%,estimated_DFT,B,continuous,ready,Estimated from structural analogy; smaller furyl groups give lower %Vbur than PPh3
mol:PFur3,ligand_physchem,denticity_count,1,,definition,A,integer_count,ready,
mol:PFur3,ligand_physchem,donor_atom_count,1,,definition,A,integer_count,ready,
mol:PFur3,ligand_physchem,phosphorus_atom_count,1,,definition,A,integer_count,ready,
absent:ligand_none,ligand_physchem,denticity_count,0,,definition,A,integer_count,ready,No ligand present; structural absence
absent:ligand_none,ligand_physchem,donor_atom_count,0,,definition,A,integer_count,ready,
absent:ligand_none,ligand_physchem,phosphorus_atom_count,0,,definition,A,integer_count,ready,
