entity_key,pool,descriptor_name,value,unit,source_id,source_tier,scale_type,curation_status,notes
support:MgO,support_material_physchem,mean_atomic_weight,20.152,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:MgO,support_material_physchem,mean_pauling_electronegativity,2.375,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:MgO,support_material_physchem,std_pauling_electronegativity,1.065,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:MgO,support_material_physchem,oxygen_atomic_fraction,0.5,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:MgO,support_material_physchem,metal_atomic_fraction,0.5,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:MgO,support_material_physchem,oxygen_to_metal_ratio,1.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:MgO,support_material_physchem,thermal_conductivity_W_mK,48.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:Nb2O5,support_material_physchem,formula_weight_g_mol_formula_unit,265.812,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:Nb2O5,support_material_physchem,mean_atomic_number,17.429,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:Nb2O5,support_material_physchem,mean_atomic_weight,37.973,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:Nb2O5,support_material_physchem,mean_pauling_electronegativity,2.9143,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:Nb2O5,support_material_physchem,std_pauling_electronegativity,0.8312,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:Nb2O5,support_material_physchem,oxygen_atomic_fraction,0.7143,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:Nb2O5,support_material_physchem,metal_atomic_fraction,0.2857,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:Nb2O5,support_material_physchem,oxygen_to_metal_ratio,2.5,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:Nb2O5,support_material_physchem,thermal_conductivity_W_mK,1.8,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiC,support_material_physchem,formula_weight_g_mol_formula_unit,40.097,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:SiC,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiC,support_material_physchem,mean_atomic_weight,20.048,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiC,support_material_physchem,mean_pauling_electronegativity,2.225,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiC,support_material_physchem,std_pauling_electronegativity,0.325,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiC,support_material_physchem,oxygen_atomic_fraction,0.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiC,support_material_physchem,metal_atomic_fraction,1.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiC,support_material_physchem,oxygen_to_metal_ratio,0.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiC,support_material_physchem,thermal_conductivity_W_mK,490.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiCnf,support_material_physchem,formula_weight_g_mol_formula_unit,40.097,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:SiCnf,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiCnf,support_material_physchem,mean_atomic_weight,20.048,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiCnf,support_material_physchem,mean_pauling_electronegativity,2.225,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiCnf,support_material_physchem,std_pauling_electronegativity,0.325,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiCnf,support_material_physchem,oxygen_atomic_fraction,0.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiCnf,support_material_physchem,metal_atomic_fraction,1.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiCnf,support_material_physchem,oxygen_to_metal_ratio,0.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiCnf,support_material_physchem,thermal_conductivity_W_mK,490.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiO2,support_material_physchem,formula_weight_g_mol_formula_unit,60.086,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:SiO2,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiO2,support_material_physchem,mean_atomic_weight,20.029,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiO2,support_material_physchem,mean_pauling_electronegativity,2.9267,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiO2,support_material_physchem,std_pauling_electronegativity,0.726,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiO2,support_material_physchem,thermal_conductivity_W_mK,1.4,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:TiO2,support_material_physchem,formula_weight_g_mol_formula_unit,79.867,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:TiO2,support_material_physchem,mean_atomic_number,12.667,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:TiO2,support_material_physchem,mean_atomic_weight,26.622,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:TiO2,support_material_physchem,mean_pauling_electronegativity,2.8067,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:TiO2,support_material_physchem,std_pauling_electronegativity,0.8957,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:TiO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:TiO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:TiO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:TiO2,support_material_physchem,thermal_conductivity_W_mK,8.4,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:ZSM5,support_material_physchem,formula_weight_g_mol_formula_unit,5766.048,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:ZSM5,support_material_physchem,mean_atomic_number,9.993,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:ZSM5,support_material_physchem,mean_atomic_weight,20.021,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:ZSM5,support_material_physchem,mean_pauling_electronegativity,2.9247,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:ZSM5,support_material_physchem,std_pauling_electronegativity,0.7292,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:ZSM5,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:ZSM5,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:ZSM5,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:ZSM5,support_material_physchem,thermal_conductivity_W_mK,1.5,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:ZrO2,support_material_physchem,formula_weight_g_mol_formula_unit,123.224,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:ZrO2,support_material_physchem,mean_atomic_number,18.667,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:ZrO2,support_material_physchem,mean_atomic_weight,41.075,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:ZrO2,support_material_physchem,mean_pauling_electronegativity,2.7367,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:ZrO2,support_material_physchem,std_pauling_electronegativity,0.9947,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:ZrO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:ZrO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:ZrO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:ZrO2,support_material_physchem,thermal_conductivity_W_mK,2.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:Al2O3,support_material_physchem,formula_weight_g_mol_formula_unit,101.964,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:Al2O3,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:Al2O3,support_material_physchem,mean_atomic_weight,20.393,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:Al2O3,support_material_physchem,mean_pauling_electronegativity,2.708,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:Al2O3,support_material_physchem,std_pauling_electronegativity,0.8965,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:Al2O3,support_material_physchem,oxygen_atomic_fraction,0.6,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:Al2O3,support_material_physchem,metal_atomic_fraction,0.4,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:Al2O3,support_material_physchem,oxygen_to_metal_ratio,1.5,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:Al2O3,support_material_physchem,thermal_conductivity_W_mK,30.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:BEA,support_material_physchem,formula_weight_g_mol_formula_unit,1920.544,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:BEA,support_material_physchem,mean_atomic_number,9.979,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:BEA,support_material_physchem,mean_atomic_weight,20.006,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:BEA,support_material_physchem,mean_pauling_electronegativity,2.9206,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:BEA,support_material_physchem,std_pauling_electronegativity,0.7356,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:BEA,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:BEA,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:BEA,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:BEA,support_material_physchem,thermal_conductivity_W_mK,1.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:BN,support_material_physchem,formula_weight_g_mol_formula_unit,24.818,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:BN,support_material_physchem,mean_atomic_number,6.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:BN,support_material_physchem,mean_atomic_weight,12.409,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:BN,support_material_physchem,mean_pauling_electronegativity,2.54,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:BN,support_material_physchem,std_pauling_electronegativity,0.5,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:BN,support_material_physchem,oxygen_atomic_fraction,0.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:BN,support_material_physchem,metal_atomic_fraction,0.5,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:BN,support_material_physchem,oxygen_to_metal_ratio,0.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:BN,support_material_physchem,thermal_conductivity_W_mK,25.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:CeO2,support_material_physchem,formula_weight_g_mol_formula_unit,172.116,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:CeO2,support_material_physchem,mean_atomic_number,24.667,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:CeO2,support_material_physchem,mean_atomic_weight,57.372,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:CeO2,support_material_physchem,mean_pauling_electronegativity,2.6667,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:CeO2,support_material_physchem,std_pauling_electronegativity,1.0937,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:CeO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:CeO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:CeO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:CeO2,support_material_physchem,thermal_conductivity_W_mK,12.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:MgO,support_material_physchem,formula_weight_g_mol_formula_unit,40.305,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:MgO,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:MgO,support_material_physchem,mean_atomic_weight,20.152,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:MgO,support_material_physchem,mean_pauling_electronegativity,2.375,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:MgO,support_material_physchem,std_pauling_electronegativity,1.065,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:MgO,support_material_physchem,oxygen_atomic_fraction,0.5,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:MgO,support_material_physchem,metal_atomic_fraction,0.5,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:MgO,support_material_physchem,oxygen_to_metal_ratio,1.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:MgO,support_material_physchem,thermal_conductivity_W_mK,48.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:Nb2O5,support_material_physchem,formula_weight_g_mol_formula_unit,265.812,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:Nb2O5,support_material_physchem,mean_atomic_number,17.429,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:Nb2O5,support_material_physchem,mean_atomic_weight,37.973,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:Nb2O5,support_material_physchem,mean_pauling_electronegativity,2.9143,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:Nb2O5,support_material_physchem,std_pauling_electronegativity,0.8312,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:Nb2O5,support_material_physchem,oxygen_atomic_fraction,0.7143,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:Nb2O5,support_material_physchem,metal_atomic_fraction,0.2857,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:Nb2O5,support_material_physchem,oxygen_to_metal_ratio,2.5,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:Nb2O5,support_material_physchem,thermal_conductivity_W_mK,1.8,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiC,support_material_physchem,formula_weight_g_mol_formula_unit,40.097,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:SiC,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiC,support_material_physchem,mean_atomic_weight,20.048,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiC,support_material_physchem,mean_pauling_electronegativity,2.225,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiC,support_material_physchem,std_pauling_electronegativity,0.325,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiC,support_material_physchem,oxygen_atomic_fraction,0.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiC,support_material_physchem,metal_atomic_fraction,1.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiC,support_material_physchem,oxygen_to_metal_ratio,0.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiC,support_material_physchem,thermal_conductivity_W_mK,490.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiCnf,support_material_physchem,formula_weight_g_mol_formula_unit,40.097,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
