max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,subsample,test_acc,test_loss,seed_count,seeds,row_id
1.0,0.0,1.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000018
1.0,0.0,1.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000019
1.0,0.0,1.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000020
1.0,0.0,1.0,32.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000021
1.0,0.0,1.0,32.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000022
1.0,0.0,1.0,32.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000023
1.0,0.0,1.0,32.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000024
1.0,0.0,1.0,5.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000025
1.0,0.0,1.0,5.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000026
1.0,0.0,1.0,5.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000027
1.0,0.0,1.0,5.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000028
1.0,0.0,1.0,50.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000029
1.0,0.0,1.0,50.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000030
1.0,0.0,1.0,50.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000031
1.0,0.0,1.0,50.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000032
1.0,0.0,1.0,8.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000033
1.0,0.0,1.0,8.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000034
1.0,0.0,1.0,8.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000035
1.0,0.0,1.0,8.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000036
1.0,0.0,1.0,80.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000037
1.0,0.0,1.0,80.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000038
1.0,0.0,1.0,80.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000039
1.0,0.0,1.0,80.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000040
1.0,0.0,11.0,12.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000041
1.0,0.0,11.0,12.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000042
1.0,0.0,11.0,12.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000043
1.0,0.0,11.0,12.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000044
1.0,0.0,11.0,128.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000045
1.0,0.0,11.0,128.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000046
1.0,0.0,11.0,128.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000047
1.0,0.0,11.0,128.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000048
1.0,0.0,11.0,2.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000049
1.0,0.0,11.0,2.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000050
1.0,0.0,11.0,2.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000051
1.0,0.0,11.0,2.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000052
1.0,0.0,11.0,20.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000053
1.0,0.0,11.0,20.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000054
1.0,0.0,11.0,20.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000055
1.0,0.0,11.0,20.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000056
1.0,0.0,11.0,3.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000057
1.0,0.0,11.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000058
1.0,0.0,11.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000059
1.0,0.0,11.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000060
1.0,0.0,11.0,32.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000061
1.0,0.0,11.0,32.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000062
1.0,0.0,11.0,32.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000063
1.0,0.0,11.0,32.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000064
1.0,0.0,11.0,5.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000065
1.0,0.0,11.0,5.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000066
1.0,0.0,11.0,5.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000067
1.0,0.0,11.0,5.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000068
1.0,0.0,11.0,50.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000069
1.0,0.0,11.0,50.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000070
1.0,0.0,11.0,50.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000071
1.0,0.0,11.0,50.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000072
1.0,0.0,11.0,8.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000073
1.0,0.0,11.0,8.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000074
1.0,0.0,11.0,8.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000075
1.0,0.0,11.0,8.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000076
1.0,0.0,11.0,80.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000077
1.0,0.0,11.0,80.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000078
1.0,0.0,11.0,80.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000079
1.0,0.0,11.0,80.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000080
1.0,0.0,13.0,12.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000081
1.0,0.0,13.0,12.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000082
1.0,0.0,13.0,12.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000083
1.0,0.0,13.0,12.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000084
1.0,0.0,13.0,128.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000085
1.0,0.0,13.0,128.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000086
1.0,0.0,13.0,128.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000087
1.0,0.0,13.0,128.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000088
1.0,0.0,13.0,2.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000089
1.0,0.0,13.0,2.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000090
1.0,0.0,13.0,2.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000091
1.0,0.0,13.0,2.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000092
1.0,0.0,13.0,20.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000093
1.0,0.0,13.0,20.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000094
1.0,0.0,13.0,20.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000095
1.0,0.0,13.0,20.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000096
1.0,0.0,13.0,3.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000097
1.0,0.0,13.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000098
1.0,0.0,13.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000099
1.0,0.0,13.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000100
1.0,0.0,13.0,32.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000101
1.0,0.0,13.0,32.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000102
1.0,0.0,13.0,32.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000103
1.0,0.0,13.0,32.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000104
1.0,0.0,13.0,5.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000105
1.0,0.0,13.0,5.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000106
1.0,0.0,13.0,5.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000107
1.0,0.0,13.0,5.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000108
1.0,0.0,13.0,50.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000109
1.0,0.0,13.0,50.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000110
1.0,0.0,13.0,50.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000111
1.0,0.0,13.0,50.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000112
1.0,0.0,13.0,8.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000113
1.0,0.0,13.0,8.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000114
1.0,0.0,13.0,8.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000115
1.0,0.0,13.0,8.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000116
1.0,0.0,13.0,80.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000117
1.0,0.0,13.0,80.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000118
1.0,0.0,13.0,80.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000119
1.0,0.0,13.0,80.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000120
1.0,0.0,15.0,12.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000121
1.0,0.0,15.0,12.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000122
1.0,0.0,15.0,12.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000123
1.0,0.0,15.0,12.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000124
1.0,0.0,15.0,128.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000125
1.0,0.0,15.0,128.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000126
1.0,0.0,15.0,128.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000127
1.0,0.0,15.0,128.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000128
1.0,0.0,15.0,2.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000129
1.0,0.0,15.0,2.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000130
1.0,0.0,15.0,2.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000131
1.0,0.0,15.0,2.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000132
1.0,0.0,15.0,20.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000133
1.0,0.0,15.0,20.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000134
1.0,0.0,15.0,20.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000135
1.0,0.0,15.0,20.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000136
1.0,0.0,15.0,3.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000137
1.0,0.0,15.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000138
1.0,0.0,15.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000139
1.0,0.0,15.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000140
1.0,0.0,15.0,32.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000141
1.0,0.0,15.0,32.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000142
1.0,0.0,15.0,32.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000143
1.0,0.0,15.0,32.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000144
1.0,0.0,15.0,5.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000145
1.0,0.0,15.0,5.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000146
1.0,0.0,15.0,5.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000147
1.0,0.0,15.0,5.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000148
1.0,0.0,15.0,50.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000149
1.0,0.0,15.0,50.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000150
1.0,0.0,15.0,50.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000151
1.0,0.0,15.0,50.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000152
1.0,0.0,15.0,8.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000153
1.0,0.0,15.0,8.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000154
1.0,0.0,15.0,8.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000155
1.0,0.0,15.0,8.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000156
1.0,0.0,15.0,80.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000157
1.0,0.0,15.0,80.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000158
1.0,0.0,15.0,80.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000159
1.0,0.0,15.0,80.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000160
1.0,0.0,17.0,12.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000161
1.0,0.0,17.0,12.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000162
1.0,0.0,17.0,12.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000163
1.0,0.0,17.0,12.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000164
1.0,0.0,17.0,128.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000165
1.0,0.0,17.0,128.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000166
1.0,0.0,17.0,128.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000167
1.0,0.0,17.0,128.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000168
1.0,0.0,17.0,2.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000169
1.0,0.0,17.0,2.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000170
1.0,0.0,17.0,2.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000171
1.0,0.0,17.0,2.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000172
1.0,0.0,17.0,20.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000173
1.0,0.0,17.0,20.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000174
1.0,0.0,17.0,20.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000175
1.0,0.0,17.0,20.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000176
1.0,0.0,17.0,3.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000177
1.0,0.0,17.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000178
1.0,0.0,17.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000179
1.0,0.0,17.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000180
1.0,0.0,17.0,32.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000181
1.0,0.0,17.0,32.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000182
1.0,0.0,17.0,32.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000183
1.0,0.0,17.0,32.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000184
1.0,0.0,17.0,5.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000185
1.0,0.0,17.0,5.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000186
1.0,0.0,17.0,5.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000187
1.0,0.0,17.0,5.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000188
1.0,0.0,17.0,50.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000189
1.0,0.0,17.0,50.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000190
1.0,0.0,17.0,50.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000191
1.0,0.0,17.0,50.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000192
1.0,0.0,17.0,8.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000193
1.0,0.0,17.0,8.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000194
1.0,0.0,17.0,8.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000195
1.0,0.0,17.0,8.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000196
1.0,0.0,17.0,80.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000197
1.0,0.0,17.0,80.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000198
1.0,0.0,17.0,80.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000199
1.0,0.0,17.0,80.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000200
1.0,0.0,20.0,12.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000201
1.0,0.0,20.0,12.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000202
1.0,0.0,20.0,12.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000203
1.0,0.0,20.0,12.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000204
1.0,0.0,20.0,128.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000205
1.0,0.0,20.0,128.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000206
1.0,0.0,20.0,128.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000207
1.0,0.0,20.0,128.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000208
1.0,0.0,20.0,2.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000209
1.0,0.0,20.0,2.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000210
1.0,0.0,20.0,2.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000211
1.0,0.0,20.0,2.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000212
1.0,0.0,20.0,20.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000213
1.0,0.0,20.0,20.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000214
1.0,0.0,20.0,20.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000215
1.0,0.0,20.0,20.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000216
1.0,0.0,20.0,3.0,170.0,1.0,0.528975012748597,0.471024987251403,5,1319;665;7222;7541;8916,hpo_000217
1.0,0.0,20.0,3.0,18.0,1.0,0.535033146353901,0.464966853646099,5,1319;665;7222;7541;8916,hpo_000218
1.0,0.0,20.0,3.0,512.0,1.0,0.529362570117287,0.470637429882713,5,1319;665;7222;7541;8916,hpo_000219
1.0,0.0,20.0,3.0,56.0,1.0,0.532279449260581,0.467720550739419,5,1319;665;7222;7541;8916,hpo_000220
