experiment_iteration,embedding_method,config_version,config_source,configured_at_iteration,effective_from_iteration,surrogate_model,kernel,acquisition_function,bo_signature,candidate,result,config_rationale,kernel_rationale
11,one_hot,2,af_review,10,11,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",87.83,Stable default BoTorch BO stack for Phase 1.,General-purpose default.
12,one_hot,2,af_review,11,12,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.153, temperature=105}",84.48,Stable default BoTorch BO stack for Phase 1.,General-purpose default.
13,one_hot,2,af_review,12,13,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=120}",84.81,Stable default BoTorch BO stack for Phase 1.,General-purpose default.
14,one_hot,3,af_review,13,14,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCCOC(C)=O, concentration=0.057, temperature=105}",80.77,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
15,one_hot,3,af_review,14,15,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",78.95,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
16,one_hot,3,af_review,15,16,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.057, temperature=105}",42.43,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
17,one_hot,3,af_review,16,17,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
18,one_hot,3,af_review,17,18,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCC#N, concentration=0.057, temperature=105}",72.89,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
19,one_hot,3,af_review,18,19,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",7.26,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
20,one_hot,3,af_review,19,20,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",28.15,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
21,one_hot,3,af_review,20,21,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CCCC#N, concentration=0.057, temperature=90}",4.89,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
22,one_hot,3,af_review,21,22,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",65.37,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
23,one_hot,3,af_review,22,23,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0.07,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
24,one_hot,3,af_review,23,24,gp,matern52,ts,gp/matern52/ts,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
25,one_hot,3,af_review,24,25,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",4.74,"Selected UCB with beta=2.0 over LogEI for the ligand exploration phase. Rationale: (a) The campaign has stagnated at 89.17% for 6 iterations with XPhos, confirming Rule R13 that stronger exploration is needed; (b) We are now testing hypotheses H1-H5 involving new ligands (BrettPhos, RuPhos, SPhos) where the GP has high uncertainty; (c) UCB's explicit exploration control (beta=2.0) prioritizes uncertain high-potential regions over greedy improvement, appropriate for breaking the 90% barrier; (d) LogEI would over-exploit the known XPhos optimum rather than explore BrettPhos/RuPhos where the true optimum may lie per H1-H2. Beta=2.0 provides ~95% confidence interval exploration, aggressive enough for the remaining 27 iterations but not so high as to waste budget on clearly inferior regions.","Matern-5/2 is the safe general-purpose default for Bayesian optimization with 13 observations and 26-dimensional one-hot encoding. It provides appropriate smoothness assumptions for chemical reaction yield surfaces without overfitting. The campaign has established a clear optimum (89.17% at Cs+/XPhos/DMF/0.057M/105°C) and now transitions to ligand exploration; Matern-5/2 balances exploitation of known good regions with exploration of new ligands (BrettPhos, RuPhos, SPhos) without the complexity of mixed kernels that require more data to fit interaction structures reliably."
26,one_hot,4,af_review,25,26,gp,mixed_sum_product,ucb,gp/mixed_sum_product/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCCOC(C)=O, concentration=0.057, temperature=120}",7.02,"Log Expected Improvement is the default stable choice for single-objective BO [KB:af_catalog]. With 15 iterations remaining and a known optimum at 89.17%, we need reliable improvement-based selection. UCB was tried in version 2 without resolving the model fitting issues. LogEI provides better numerical stability than classic EI and does not require tuning a beta parameter like UCB. Given the surrogate has been failing, we need an acquisition function that is robust to model uncertainty - LogEI's log-space transformation provides this. We are in exploitation phase (best=89.17% found), but given recent catastrophic failures (4.74%, 0%, 0.07%), we need the model to guide us back to high-yielding regions, which LogEI will do by exploiting regions near the current best while still exploring uncertain high-potential areas.","The campaign has 10 consecutive ModelFittingErrors with standard Matern-5/2 kernel on one-hot encoding. The mixed_sum_product kernel is specifically designed for encoded mixed spaces with uncertain interaction structure [KB:kernel_catalog]. It provides a weighted blend of additive (main effects) and multiplicative (interaction) behavior, which is critical since the data shows strong cation-ligand interaction effects (Cs+/XPhos=89%, Cs+/BrettPhos=42%, K+/BrettPhos=79%) that violate simple additive models. This kernel was explicitly recommended in the last reconfiguration attempt but may not have been properly applied. The one-hot encoding (26D) with 5 categorical variables creates a space where main effects and interactions are both present; mixed_sum_product is the only kernel option that explicitly balances these. If this fails, we will need to abandon one-hot encoding entirely for SMKBO with molecular fingerprints."
27,one_hot,4,af_review,26,27,gp,mixed_sum_product,ucb,gp/mixed_sum_product/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.057, temperature=105}",89.17,"Log Expected Improvement is the default stable choice for single-objective BO [KB:af_catalog]. With 15 iterations remaining and a known optimum at 89.17%, we need reliable improvement-based selection. UCB was tried in version 2 without resolving the model fitting issues. LogEI provides better numerical stability than classic EI and does not require tuning a beta parameter like UCB. Given the surrogate has been failing, we need an acquisition function that is robust to model uncertainty - LogEI's log-space transformation provides this. We are in exploitation phase (best=89.17% found), but given recent catastrophic failures (4.74%, 0%, 0.07%), we need the model to guide us back to high-yielding regions, which LogEI will do by exploiting regions near the current best while still exploring uncertain high-potential areas.","The campaign has 10 consecutive ModelFittingErrors with standard Matern-5/2 kernel on one-hot encoding. The mixed_sum_product kernel is specifically designed for encoded mixed spaces with uncertain interaction structure [KB:kernel_catalog]. It provides a weighted blend of additive (main effects) and multiplicative (interaction) behavior, which is critical since the data shows strong cation-ligand interaction effects (Cs+/XPhos=89%, Cs+/BrettPhos=42%, K+/BrettPhos=79%) that violate simple additive models. This kernel was explicitly recommended in the last reconfiguration attempt but may not have been properly applied. The one-hot encoding (26D) with 5 categorical variables creates a space where main effects and interactions are both present; mixed_sum_product is the only kernel option that explicitly balances these. If this fails, we will need to abandon one-hot encoding entirely for SMKBO with molecular fingerprints."
28,one_hot,4,af_review,27,28,gp,mixed_sum_product,ts,gp/mixed_sum_product/ts,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=90}",17.74,"Log Expected Improvement is the default stable choice for single-objective BO [KB:af_catalog]. With 15 iterations remaining and a known optimum at 89.17%, we need reliable improvement-based selection. UCB was tried in version 2 without resolving the model fitting issues. LogEI provides better numerical stability than classic EI and does not require tuning a beta parameter like UCB. Given the surrogate has been failing, we need an acquisition function that is robust to model uncertainty - LogEI's log-space transformation provides this. We are in exploitation phase (best=89.17% found), but given recent catastrophic failures (4.74%, 0%, 0.07%), we need the model to guide us back to high-yielding regions, which LogEI will do by exploiting regions near the current best while still exploring uncertain high-potential areas.","The campaign has 10 consecutive ModelFittingErrors with standard Matern-5/2 kernel on one-hot encoding. The mixed_sum_product kernel is specifically designed for encoded mixed spaces with uncertain interaction structure [KB:kernel_catalog]. It provides a weighted blend of additive (main effects) and multiplicative (interaction) behavior, which is critical since the data shows strong cation-ligand interaction effects (Cs+/XPhos=89%, Cs+/BrettPhos=42%, K+/BrettPhos=79%) that violate simple additive models. This kernel was explicitly recommended in the last reconfiguration attempt but may not have been properly applied. The one-hot encoding (26D) with 5 categorical variables creates a space where main effects and interactions are both present; mixed_sum_product is the only kernel option that explicitly balances these. If this fails, we will need to abandon one-hot encoding entirely for SMKBO with molecular fingerprints."
